Date,BlkCnt,PriceUSD,SplyCur,SplyCurRev,BTCPerBlock,S2F 30 Day,S2F 60 Day,S2F 90 Day,S2F 180 Day,S2F 365 Day,S2F 30 Day Price,S2F 60 Day Price,S2F 90 Day Price,S2F 180 Day Price,S2F 365 Day Price,,
3/12/23,144,,19305550.04,18305550.04,6.25,55.72465766,55.72465766,55.72465766,55.72465766,55.72465766,116846.97,116846.97,116846.97,116846.97,116846.97,,
3/13/23,144,,19306450.04,18306450.04,6.25,55.72739739,55.72739739,55.72739739,55.72739739,55.72739739,116866.27,116866.27,116866.27,116866.27,116866.27,,
3/14/23,144,,19307350.04,18307350.04,6.25,55.73013712,55.73013712,55.73013712,55.73013712,55.73013712,116885.58,116885.58,116885.58,116885.58,116885.58,,
3/15/23,144,,19308250.04,18308250.04,6.25,55.73287684,55.73287684,55.73287684,55.73287684,55.73287684,116904.89,116904.89,116904.89,116904.89,116904.89,,
3/16/23,144,,19309150.04,18309150.04,6.25,55.73561657,55.73561657,55.73561657,55.73561657,55.73561657,116924.20,116924.20,116924.20,116924.20,116924.20,,
3/17/23,144,,19310050.04,18310050.04,6.25,55.73835629,55.73835629,55.73835629,55.73835629,55.73835629,116943.51,116943.51,116943.51,116943.51,116943.51,,
3/18/23,144,,19310950.04,18310950.04,6.25,55.74109602,55.74109602,55.74109602,55.74109602,55.74109602,116962.82,116962.82,116962.82,116962.82,116962.82,,
3/19/23,144,,19311850.04,18311850.04,6.25,55.74383575,55.74383575,55.74383575,55.74383575,55.74383575,116982.14,116982.14,116982.14,116982.14,116982.14,,
3/20/23,144,,19312750.04,18312750.04,6.25,55.74657547,55.74657547,55.74657547,55.74657547,55.74657547,117001.46,117001.46,117001.46,117001.46,117001.46,,
3/21/23,144,,19313650.04,18313650.04,6.25,55.7493152,55.7493152,55.7493152,55.7493152,55.7493152,117020.78,117020.78,117020.78,117020.78,117020.78,,
3/22/23,144,,19314550.04,18314550.04,6.25,55.75205492,55.75205492,55.75205492,55.75205492,55.75205492,117040.11,117040.11,117040.11,117040.11,117040.11,,
3/23/23,144,,19315450.04,18315450.04,6.25,55.75479465,55.75479465,55.75479465,55.75479465,55.75479465,117059.43,117059.43,117059.43,117059.43,117059.43,,
3/24/23,144,,19316350.04,18316350.04,6.25,55.75753438,55.75753438,55.75753438,55.75753438,55.75753438,117078.76,117078.76,117078.76,117078.76,117078.76,,
3/25/23,144,,19317250.04,18317250.04,6.25,55.7602741,55.7602741,55.7602741,55.7602741,55.7602741,117098.09,117098.09,117098.09,117098.09,117098.09,,
3/26/23,144,,19318150.04,18318150.04,6.25,55.76301383,55.76301383,55.76301383,55.76301383,55.76301383,117117.42,117117.42,117117.42,117117.42,117117.42,,
3/27/23,144,,19319050.04,18319050.04,6.25,55.76575355,55.76575355,55.76575355,55.76575355,55.76575355,117136.76,117136.76,117136.76,117136.76,117136.76,,
3/28/23,144,,19319950.04,18319950.04,6.25,55.76849328,55.76849328,55.76849328,55.76849328,55.76849328,117156.10,117156.10,117156.10,117156.10,117156.10,,
3/29/23,144,,19320850.04,18320850.04,6.25,55.77123301,55.77123301,55.77123301,55.77123301,55.77123301,117175.44,117175.44,117175.44,117175.44,117175.44,,
3/30/23,144,,19321750.04,18321750.04,6.25,55.77397273,55.77397273,55.77397273,55.77397273,55.77397273,117194.78,117194.78,117194.78,117194.78,117194.78,,
3/31/23,144,,19322650.04,18322650.04,6.25,55.77671246,55.77671246,55.77671246,55.77671246,55.77671246,117214.12,117214.12,117214.12,117214.12,117214.12,,
4/1/23,144,,19323550.04,18323550.04,6.25,55.77945218,55.77945218,55.77945218,55.77945218,55.77945218,117233.47,117233.47,117233.47,117233.47,117233.47,,
4/2/23,144,,19324450.04,18324450.04,6.25,55.78219191,55.78219191,55.78219191,55.78219191,55.78219191,117252.82,117252.82,117252.82,117252.82,117252.82,,
4/3/23,144,,19325350.04,18325350.04,6.25,55.78493164,55.78493164,55.78493164,55.78493164,55.78493164,117272.17,117272.17,117272.17,117272.17,117272.17,,
4/4/23,144,,19326250.04,18326250.04,6.25,55.78767136,55.78767136,55.78767136,55.78767136,55.78767136,117291.52,117291.52,117291.52,117291.52,117291.52,,
4/5/23,144,,19327150.04,18327150.04,6.25,55.79041109,55.79041109,55.79041109,55.79041109,55.79041109,117310.88,117310.88,117310.88,117310.88,117310.88,,
4/6/23,144,,19328050.04,18328050.04,6.25,55.79315081,55.79315081,55.79315081,55.79315081,55.79315081,117330.23,117330.23,117330.23,117330.23,117330.23,,
4/7/23,144,,19328950.04,18328950.04,6.25,55.79589054,55.79589054,55.79589054,55.79589054,55.79589054,117349.59,117349.59,117349.59,117349.59,117349.59,,
4/8/23,144,,19329850.04,18329850.04,6.25,55.79863027,55.79863027,55.79863027,55.79863027,55.79863027,117368.96,117368.96,117368.96,117368.96,117368.96,,
4/9/23,144,,19330750.04,18330750.04,6.25,55.80136999,55.80136999,55.80136999,55.80136999,55.80136999,117388.32,117388.32,117388.32,117388.32,117388.32,,
4/10/23,144,,19331650.04,18331650.04,6.25,55.80410972,55.80410972,55.80410972,55.80410972,55.80410972,117407.69,117407.69,117407.69,117407.69,117407.69,,
4/11/23,144,,19332550.04,18332550.04,6.25,55.80684944,55.80684944,55.80684944,55.80684944,55.80684944,117427.06,117427.06,117427.06,117427.06,117427.06,,
4/12/23,144,,19333450.04,18333450.04,6.25,55.80958917,55.80958917,55.80958917,55.80958917,55.80958917,117446.43,117446.43,117446.43,117446.43,117446.43,,
4/13/23,144,,19334350.04,18334350.04,6.25,55.8123289,55.8123289,55.8123289,55.8123289,55.8123289,117465.80,117465.80,117465.80,117465.80,117465.80,,
4/14/23,144,,19335250.04,18335250.04,6.25,55.81506862,55.81506862,55.81506862,55.81506862,55.81506862,117485.18,117485.18,117485.18,117485.18,117485.18,,
4/15/23,144,,19336150.04,18336150.04,6.25,55.81780835,55.81780835,55.81780835,55.81780835,55.81780835,117504.55,117504.55,117504.55,117504.55,117504.55,,
4/16/23,144,,19337050.04,18337050.04,6.25,55.82054807,55.82054807,55.82054807,55.82054807,55.82054807,117523.93,117523.93,117523.93,117523.93,117523.93,,
4/17/23,144,,19337950.04,18337950.04,6.25,55.8232878,55.8232878,55.8232878,55.8232878,55.8232878,117543.32,117543.32,117543.32,117543.32,117543.32,,
4/18/23,144,,19338850.04,18338850.04,6.25,55.82602753,55.82602753,55.82602753,55.82602753,55.82602753,117562.70,117562.70,117562.70,117562.70,117562.70,,
4/19/23,144,,19339750.04,18339750.04,6.25,55.82876725,55.82876725,55.82876725,55.82876725,55.82876725,117582.09,117582.09,117582.09,117582.09,117582.09,,
4/20/23,144,,19340650.04,18340650.04,6.25,55.83150698,55.83150698,55.83150698,55.83150698,55.83150698,117601.48,117601.48,117601.48,117601.48,117601.48,,
4/21/23,144,,19341550.04,18341550.04,6.25,55.8342467,55.8342467,55.8342467,55.8342467,55.8342467,117620.87,117620.87,117620.87,117620.87,117620.87,,
4/22/23,144,,19342450.04,18342450.04,6.25,55.83698643,55.83698643,55.83698643,55.83698643,55.83698643,117640.26,117640.26,117640.26,117640.26,117640.26,,
4/23/23,144,,19343350.04,18343350.04,6.25,55.83972616,55.83972616,55.83972616,55.83972616,55.83972616,117659.66,117659.66,117659.66,117659.66,117659.66,,
4/24/23,144,,19344250.04,18344250.04,6.25,55.84246588,55.84246588,55.84246588,55.84246588,55.84246588,117679.05,117679.05,117679.05,117679.05,117679.05,,
4/25/23,144,,19345150.04,18345150.04,6.25,55.84520561,55.84520561,55.84520561,55.84520561,55.84520561,117698.45,117698.45,117698.45,117698.45,117698.45,,
4/26/23,144,,19346050.04,18346050.04,6.25,55.84794533,55.84794533,55.84794533,55.84794533,55.84794533,117717.86,117717.86,117717.86,117717.86,117717.86,,
4/27/23,144,,19346950.04,18346950.04,6.25,55.85068506,55.85068506,55.85068506,55.85068506,55.85068506,117737.26,117737.26,117737.26,117737.26,117737.26,,
4/28/23,144,,19347850.04,18347850.04,6.25,55.85342479,55.85342479,55.85342479,55.85342479,55.85342479,117756.67,117756.67,117756.67,117756.67,117756.67,,
4/29/23,144,,19348750.04,18348750.04,6.25,55.85616451,55.85616451,55.85616451,55.85616451,55.85616451,117776.08,117776.08,117776.08,117776.08,117776.08,,
4/30/23,144,,19349650.04,18349650.04,6.25,55.85890424,55.85890424,55.85890424,55.85890424,55.85890424,117795.49,117795.49,117795.49,117795.49,117795.49,,
5/1/23,144,,19350550.04,18350550.04,6.25,55.86164396,55.86164396,55.86164396,55.86164396,55.86164396,117814.90,117814.90,117814.90,117814.90,117814.90,,
5/2/23,144,,19351450.04,18351450.04,6.25,55.86438369,55.86438369,55.86438369,55.86438369,55.86438369,117834.32,117834.32,117834.32,117834.32,117834.32,,
5/3/23,144,,19352350.04,18352350.04,6.25,55.86712342,55.86712342,55.86712342,55.86712342,55.86712342,117853.74,117853.74,117853.74,117853.74,117853.74,,
5/4/23,144,,19353250.04,18353250.04,6.25,55.86986314,55.86986314,55.86986314,55.86986314,55.86986314,117873.16,117873.16,117873.16,117873.16,117873.16,,
5/5/23,144,,19354150.04,18354150.04,6.25,55.87260287,55.87260287,55.87260287,55.87260287,55.87260287,117892.58,117892.58,117892.58,117892.58,117892.58,,
5/6/23,144,,19355050.04,18355050.04,6.25,55.8753426,55.8753426,55.8753426,55.8753426,55.8753426,117912.00,117912.00,117912.00,117912.00,117912.00,,
5/7/23,144,,19355950.04,18355950.04,6.25,55.87808232,55.87808232,55.87808232,55.87808232,55.87808232,117931.43,117931.43,117931.43,117931.43,117931.43,,
5/8/23,144,,19356850.04,18356850.04,6.25,55.88082205,55.88082205,55.88082205,55.88082205,55.88082205,117950.86,117950.86,117950.86,117950.86,117950.86,,
5/9/23,144,,19357750.04,18357750.04,6.25,55.88356177,55.88356177,55.88356177,55.88356177,55.88356177,117970.29,117970.29,117970.29,117970.29,117970.29,,
5/10/23,144,,19358650.04,18358650.04,6.25,55.8863015,55.8863015,55.8863015,55.8863015,55.8863015,117989.73,117989.73,117989.73,117989.73,117989.73,,
5/11/23,144,,19359550.04,18359550.04,6.25,55.88904123,55.88904123,55.88904123,55.88904123,55.88904123,118009.16,118009.16,118009.16,118009.16,118009.16,,
5/12/23,144,,19360450.04,18360450.04,6.25,55.89178095,55.89178095,55.89178095,55.89178095,55.89178095,118028.60,118028.60,118028.60,118028.60,118028.60,,
5/13/23,144,,19361350.04,18361350.04,6.25,55.89452068,55.89452068,55.89452068,55.89452068,55.89452068,118048.04,118048.04,118048.04,118048.04,118048.04,,
5/14/23,144,,19362250.04,18362250.04,6.25,55.8972604,55.8972604,55.8972604,55.8972604,55.8972604,118067.48,118067.48,118067.48,118067.48,118067.48,,
5/15/23,144,,19363150.04,18363150.04,6.25,55.90000013,55.90000013,55.90000013,55.90000013,55.90000013,118086.93,118086.93,118086.93,118086.93,118086.93,,
5/16/23,144,,19364050.04,18364050.04,6.25,55.90273986,55.90273986,55.90273986,55.90273986,55.90273986,118106.38,118106.38,118106.38,118106.38,118106.38,,
5/17/23,144,,19364950.04,18364950.04,6.25,55.90547958,55.90547958,55.90547958,55.90547958,55.90547958,118125.83,118125.83,118125.83,118125.83,118125.83,,
5/18/23,144,,19365850.04,18365850.04,6.25,55.90821931,55.90821931,55.90821931,55.90821931,55.90821931,118145.28,118145.28,118145.28,118145.28,118145.28,,
5/19/23,144,,19366750.04,18366750.04,6.25,55.91095903,55.91095903,55.91095903,55.91095903,55.91095903,118164.73,118164.73,118164.73,118164.73,118164.73,,
5/20/23,144,,19367650.04,18367650.04,6.25,55.91369876,55.91369876,55.91369876,55.91369876,55.91369876,118184.19,118184.19,118184.19,118184.19,118184.19,,
5/21/23,144,,19368550.04,18368550.04,6.25,55.91643849,55.91643849,55.91643849,55.91643849,55.91643849,118203.65,118203.65,118203.65,118203.65,118203.65,,
5/22/23,144,,19369450.04,18369450.04,6.25,55.91917821,55.91917821,55.91917821,55.91917821,55.91917821,118223.11,118223.11,118223.11,118223.11,118223.11,,
5/23/23,144,,19370350.04,18370350.04,6.25,55.92191794,55.92191794,55.92191794,55.92191794,55.92191794,118242.57,118242.57,118242.57,118242.57,118242.57,,
5/24/23,144,,19371250.04,18371250.04,6.25,55.92465766,55.92465766,55.92465766,55.92465766,55.92465766,118262.04,118262.04,118262.04,118262.04,118262.04,,
5/25/23,144,,19372150.04,18372150.04,6.25,55.92739739,55.92739739,55.92739739,55.92739739,55.92739739,118281.51,118281.51,118281.51,118281.51,118281.51,,
5/26/23,144,,19373050.04,18373050.04,6.25,55.93013712,55.93013712,55.93013712,55.93013712,55.93013712,118300.97,118300.97,118300.97,118300.97,118300.97,,
5/27/23,144,,19373950.04,18373950.04,6.25,55.93287684,55.93287684,55.93287684,55.93287684,55.93287684,118320.45,118320.45,118320.45,118320.45,118320.45,,
5/28/23,144,,19374850.04,18374850.04,6.25,55.93561657,55.93561657,55.93561657,55.93561657,55.93561657,118339.92,118339.92,118339.92,118339.92,118339.92,,
5/29/23,144,,19375750.04,18375750.04,6.25,55.93835629,55.93835629,55.93835629,55.93835629,55.93835629,118359.40,118359.40,118359.40,118359.40,118359.40,,
5/30/23,144,,19376650.04,18376650.04,6.25,55.94109602,55.94109602,55.94109602,55.94109602,55.94109602,118378.88,118378.88,118378.88,118378.88,118378.88,,
5/31/23,144,,19377550.04,18377550.04,6.25,55.94383575,55.94383575,55.94383575,55.94383575,55.94383575,118398.36,118398.36,118398.36,118398.36,118398.36,,
6/1/23,144,,19378450.04,18378450.04,6.25,55.94657547,55.94657547,55.94657547,55.94657547,55.94657547,118417.84,118417.84,118417.84,118417.84,118417.84,,
6/2/23,144,,19379350.04,18379350.04,6.25,55.9493152,55.9493152,55.9493152,55.9493152,55.9493152,118437.33,118437.33,118437.33,118437.33,118437.33,,
6/3/23,144,,19380250.04,18380250.04,6.25,55.95205492,55.95205492,55.95205492,55.95205492,55.95205492,118456.82,118456.82,118456.82,118456.82,118456.82,,
6/4/23,144,,19381150.04,18381150.04,6.25,55.95479465,55.95479465,55.95479465,55.95479465,55.95479465,118476.31,118476.31,118476.31,118476.31,118476.31,,
6/5/23,144,,19382050.04,18382050.04,6.25,55.95753438,55.95753438,55.95753438,55.95753438,55.95753438,118495.80,118495.80,118495.80,118495.80,118495.80,,
6/6/23,144,,19382950.04,18382950.04,6.25,55.9602741,55.9602741,55.9602741,55.9602741,55.9602741,118515.29,118515.29,118515.29,118515.29,118515.29,,
6/7/23,144,,19383850.04,18383850.04,6.25,55.96301383,55.96301383,55.96301383,55.96301383,55.96301383,118534.79,118534.79,118534.79,118534.79,118534.79,,
6/8/23,144,,19384750.04,18384750.04,6.25,55.96575355,55.96575355,55.96575355,55.96575355,55.96575355,118554.29,118554.29,118554.29,118554.29,118554.29,,
6/9/23,144,,19385650.04,18385650.04,6.25,55.96849328,55.96849328,55.96849328,55.96849328,55.96849328,118573.79,118573.79,118573.79,118573.79,118573.79,,
6/10/23,144,,19386550.04,18386550.04,6.25,55.97123301,55.97123301,55.97123301,55.97123301,55.97123301,118593.29,118593.29,118593.29,118593.29,118593.29,,
6/11/23,144,,19387450.04,18387450.04,6.25,55.97397273,55.97397273,55.97397273,55.97397273,55.97397273,118612.80,118612.80,118612.80,118612.80,118612.80,,
6/12/23,144,,19388350.04,18388350.04,6.25,55.97671246,55.97671246,55.97671246,55.97671246,55.97671246,118632.31,118632.31,118632.31,118632.31,118632.31,,
6/13/23,144,,19389250.04,18389250.04,6.25,55.97945218,55.97945218,55.97945218,55.97945218,55.97945218,118651.82,118651.82,118651.82,118651.82,118651.82,,
6/14/23,144,,19390150.04,18390150.04,6.25,55.98219191,55.98219191,55.98219191,55.98219191,55.98219191,118671.33,118671.33,118671.33,118671.33,118671.33,,
6/15/23,144,,19391050.04,18391050.04,6.25,55.98493164,55.98493164,55.98493164,55.98493164,55.98493164,118690.85,118690.85,118690.85,118690.85,118690.85,,
6/16/23,144,,19391950.04,18391950.04,6.25,55.98767136,55.98767136,55.98767136,55.98767136,55.98767136,118710.36,118710.36,118710.36,118710.36,118710.36,,
6/17/23,144,,19392850.04,18392850.04,6.25,55.99041109,55.99041109,55.99041109,55.99041109,55.99041109,118729.88,118729.88,118729.88,118729.88,118729.88,,
6/18/23,144,,19393750.04,18393750.04,6.25,55.99315081,55.99315081,55.99315081,55.99315081,55.99315081,118749.40,118749.40,118749.40,118749.40,118749.40,,
6/19/23,144,,19394650.04,18394650.04,6.25,55.99589054,55.99589054,55.99589054,55.99589054,55.99589054,118768.93,118768.93,118768.93,118768.93,118768.93,,
6/20/23,144,,19395550.04,18395550.04,6.25,55.99863027,55.99863027,55.99863027,55.99863027,55.99863027,118788.45,118788.45,118788.45,118788.45,118788.45,,
6/21/23,144,,19396450.04,18396450.04,6.25,56.00136999,56.00136999,56.00136999,56.00136999,56.00136999,118807.98,118807.98,118807.98,118807.98,118807.98,,
6/22/23,144,,19397350.04,18397350.04,6.25,56.00410972,56.00410972,56.00410972,56.00410972,56.00410972,118827.51,118827.51,118827.51,118827.51,118827.51,,
6/23/23,144,,19398250.04,18398250.04,6.25,56.00684944,56.00684944,56.00684944,56.00684944,56.00684944,118847.05,118847.05,118847.05,118847.05,118847.05,,
6/24/23,144,,19399150.04,18399150.04,6.25,56.00958917,56.00958917,56.00958917,56.00958917,56.00958917,118866.58,118866.58,118866.58,118866.58,118866.58,,
6/25/23,144,,19400050.04,18400050.04,6.25,56.0123289,56.0123289,56.0123289,56.0123289,56.0123289,118886.12,118886.12,118886.12,118886.12,118886.12,,
6/26/23,144,,19400950.04,18400950.04,6.25,56.01506862,56.01506862,56.01506862,56.01506862,56.01506862,118905.66,118905.66,118905.66,118905.66,118905.66,,
6/27/23,144,,19401850.04,18401850.04,6.25,56.01780835,56.01780835,56.01780835,56.01780835,56.01780835,118925.20,118925.20,118925.20,118925.20,118925.20,,
6/28/23,144,,19402750.04,18402750.04,6.25,56.02054807,56.02054807,56.02054807,56.02054807,56.02054807,118944.75,118944.75,118944.75,118944.75,118944.75,,
6/29/23,144,,19403650.04,18403650.04,6.25,56.0232878,56.0232878,56.0232878,56.0232878,56.0232878,118964.29,118964.29,118964.29,118964.29,118964.29,,
6/30/23,144,,19404550.04,18404550.04,6.25,56.02602753,56.02602753,56.02602753,56.02602753,56.02602753,118983.84,118983.84,118983.84,118983.84,118983.84,,
7/1/23,144,,19405450.04,18405450.04,6.25,56.02876725,56.02876725,56.02876725,56.02876725,56.02876725,119003.39,119003.39,119003.39,119003.39,119003.39,,
7/2/23,144,,19406350.04,18406350.04,6.25,56.03150698,56.03150698,56.03150698,56.03150698,56.03150698,119022.94,119022.94,119022.94,119022.94,119022.94,,
7/3/23,144,,19407250.04,18407250.04,6.25,56.0342467,56.0342467,56.0342467,56.0342467,56.0342467,119042.50,119042.50,119042.50,119042.50,119042.50,,
7/4/23,144,,19408150.04,18408150.04,6.25,56.03698643,56.03698643,56.03698643,56.03698643,56.03698643,119062.06,119062.06,119062.06,119062.06,119062.06,,
7/5/23,144,,19409050.04,18409050.04,6.25,56.03972616,56.03972616,56.03972616,56.03972616,56.03972616,119081.62,119081.62,119081.62,119081.62,119081.62,,
7/6/23,144,,19409950.04,18409950.04,6.25,56.04246588,56.04246588,56.04246588,56.04246588,56.04246588,119101.18,119101.18,119101.18,119101.18,119101.18,,
7/7/23,144,,19410850.04,18410850.04,6.25,56.04520561,56.04520561,56.04520561,56.04520561,56.04520561,119120.75,119120.75,119120.75,119120.75,119120.75,,
7/8/23,144,,19411750.04,18411750.04,6.25,56.04794533,56.04794533,56.04794533,56.04794533,56.04794533,119140.31,119140.31,119140.31,119140.31,119140.31,,
7/9/23,144,,19412650.04,18412650.04,6.25,56.05068506,56.05068506,56.05068506,56.05068506,56.05068506,119159.88,119159.88,119159.88,119159.88,119159.88,,
7/10/23,144,,19413550.04,18413550.04,6.25,56.05342479,56.05342479,56.05342479,56.05342479,56.05342479,119179.45,119179.45,119179.45,119179.45,119179.45,,
7/11/23,144,,19414450.04,18414450.04,6.25,56.05616451,56.05616451,56.05616451,56.05616451,56.05616451,119199.03,119199.03,119199.03,119199.03,119199.03,,
7/12/23,144,,19415350.04,18415350.04,6.25,56.05890424,56.05890424,56.05890424,56.05890424,56.05890424,119218.60,119218.60,119218.60,119218.60,119218.60,,
7/13/23,144,,19416250.04,18416250.04,6.25,56.06164396,56.06164396,56.06164396,56.06164396,56.06164396,119238.18,119238.18,119238.18,119238.18,119238.18,,
7/14/23,144,,19417150.04,18417150.04,6.25,56.06438369,56.06438369,56.06438369,56.06438369,56.06438369,119257.76,119257.76,119257.76,119257.76,119257.76,,
7/15/23,144,,19418050.04,18418050.04,6.25,56.06712342,56.06712342,56.06712342,56.06712342,56.06712342,119277.34,119277.34,119277.34,119277.34,119277.34,,
7/16/23,144,,19418950.04,18418950.04,6.25,56.06986314,56.06986314,56.06986314,56.06986314,56.06986314,119296.93,119296.93,119296.93,119296.93,119296.93,,
7/17/23,144,,19419850.04,18419850.04,6.25,56.07260287,56.07260287,56.07260287,56.07260287,56.07260287,119316.52,119316.52,119316.52,119316.52,119316.52,,
7/18/23,144,,19420750.04,18420750.04,6.25,56.0753426,56.0753426,56.0753426,56.0753426,56.0753426,119336.10,119336.10,119336.10,119336.10,119336.10,,
7/19/23,144,,19421650.04,18421650.04,6.25,56.07808232,56.07808232,56.07808232,56.07808232,56.07808232,119355.70,119355.70,119355.70,119355.70,119355.70,,
7/20/23,144,,19422550.04,18422550.04,6.25,56.08082205,56.08082205,56.08082205,56.08082205,56.08082205,119375.29,119375.29,119375.29,119375.29,119375.29,,
7/21/23,144,,19423450.04,18423450.04,6.25,56.08356177,56.08356177,56.08356177,56.08356177,56.08356177,119394.89,119394.89,119394.89,119394.89,119394.89,,
7/22/23,144,,19424350.04,18424350.04,6.25,56.0863015,56.0863015,56.0863015,56.0863015,56.0863015,119414.48,119414.48,119414.48,119414.48,119414.48,,
7/23/23,144,,19425250.04,18425250.04,6.25,56.08904123,56.08904123,56.08904123,56.08904123,56.08904123,119434.09,119434.09,119434.09,119434.09,119434.09,,
7/24/23,144,,19426150.04,18426150.04,6.25,56.09178095,56.09178095,56.09178095,56.09178095,56.09178095,119453.69,119453.69,119453.69,119453.69,119453.69,,
7/25/23,144,,19427050.04,18427050.04,6.25,56.09452068,56.09452068,56.09452068,56.09452068,56.09452068,119473.29,119473.29,119473.29,119473.29,119473.29,,
7/26/23,144,,19427950.04,18427950.04,6.25,56.0972604,56.0972604,56.0972604,56.0972604,56.0972604,119492.90,119492.90,119492.90,119492.90,119492.90,,
7/27/23,144,,19428850.04,18428850.04,6.25,56.10000013,56.10000013,56.10000013,56.10000013,56.10000013,119512.51,119512.51,119512.51,119512.51,119512.51,,
7/28/23,144,,19429750.04,18429750.04,6.25,56.10273986,56.10273986,56.10273986,56.10273986,56.10273986,119532.12,119532.12,119532.12,119532.12,119532.12,,
7/29/23,144,,19430650.04,18430650.04,6.25,56.10547958,56.10547958,56.10547958,56.10547958,56.10547958,119551.74,119551.74,119551.74,119551.74,119551.74,,
7/30/23,144,,19431550.04,18431550.04,6.25,56.10821931,56.10821931,56.10821931,56.10821931,56.10821931,119571.35,119571.35,119571.35,119571.35,119571.35,,
7/31/23,144,,19432450.04,18432450.04,6.25,56.11095903,56.11095903,56.11095903,56.11095903,56.11095903,119590.97,119590.97,119590.97,119590.97,119590.97,,
8/1/23,144,,19433350.04,18433350.04,6.25,56.11369876,56.11369876,56.11369876,56.11369876,56.11369876,119610.59,119610.59,119610.59,119610.59,119610.59,,
8/2/23,144,,19434250.04,18434250.04,6.25,56.11643849,56.11643849,56.11643849,56.11643849,56.11643849,119630.22,119630.22,119630.22,119630.22,119630.22,,
8/3/23,144,,19435150.04,18435150.04,6.25,56.11917821,56.11917821,56.11917821,56.11917821,56.11917821,119649.84,119649.84,119649.84,119649.84,119649.84,,
8/4/23,144,,19436050.04,18436050.04,6.25,56.12191794,56.12191794,56.12191794,56.12191794,56.12191794,119669.47,119669.47,119669.47,119669.47,119669.47,,
8/5/23,144,,19436950.04,18436950.04,6.25,56.12465766,56.12465766,56.12465766,56.12465766,56.12465766,119689.10,119689.10,119689.10,119689.10,119689.10,,
8/6/23,144,,19437850.04,18437850.04,6.25,56.12739739,56.12739739,56.12739739,56.12739739,56.12739739,119708.73,119708.73,119708.73,119708.73,119708.73,,
8/7/23,144,,19438750.04,18438750.04,6.25,56.13013712,56.13013712,56.13013712,56.13013712,56.13013712,119728.37,119728.37,119728.37,119728.37,119728.37,,
8/8/23,144,,19439650.04,18439650.04,6.25,56.13287684,56.13287684,56.13287684,56.13287684,56.13287684,119748.00,119748.00,119748.00,119748.00,119748.00,,
8/9/23,144,,19440550.04,18440550.04,6.25,56.13561657,56.13561657,56.13561657,56.13561657,56.13561657,119767.64,119767.64,119767.64,119767.64,119767.64,,
8/10/23,144,,19441450.04,18441450.04,6.25,56.13835629,56.13835629,56.13835629,56.13835629,56.13835629,119787.28,119787.28,119787.28,119787.28,119787.28,,
8/11/23,144,,19442350.04,18442350.04,6.25,56.14109602,56.14109602,56.14109602,56.14109602,56.14109602,119806.93,119806.93,119806.93,119806.93,119806.93,,
8/12/23,144,,19443250.04,18443250.04,6.25,56.14383575,56.14383575,56.14383575,56.14383575,56.14383575,119826.57,119826.57,119826.57,119826.57,119826.57,,
8/13/23,144,,19444150.04,18444150.04,6.25,56.14657547,56.14657547,56.14657547,56.14657547,56.14657547,119846.22,119846.22,119846.22,119846.22,119846.22,,
8/14/23,144,,19445050.04,18445050.04,6.25,56.1493152,56.1493152,56.1493152,56.1493152,56.1493152,119865.87,119865.87,119865.87,119865.87,119865.87,,
8/15/23,144,,19445950.04,18445950.04,6.25,56.15205492,56.15205492,56.15205492,56.15205492,56.15205492,119885.53,119885.53,119885.53,119885.53,119885.53,,
8/16/23,144,,19446850.04,18446850.04,6.25,56.15479465,56.15479465,56.15479465,56.15479465,56.15479465,119905.18,119905.18,119905.18,119905.18,119905.18,,
8/17/23,144,,19447750.04,18447750.04,6.25,56.15753438,56.15753438,56.15753438,56.15753438,56.15753438,119924.84,119924.84,119924.84,119924.84,119924.84,,
8/18/23,144,,19448650.04,18448650.04,6.25,56.1602741,56.1602741,56.1602741,56.1602741,56.1602741,119944.50,119944.50,119944.50,119944.50,119944.50,,
8/19/23,144,,19449550.04,18449550.04,6.25,56.16301383,56.16301383,56.16301383,56.16301383,56.16301383,119964.16,119964.16,119964.16,119964.16,119964.16,,
8/20/23,144,,19450450.04,18450450.04,6.25,56.16575355,56.16575355,56.16575355,56.16575355,56.16575355,119983.82,119983.82,119983.82,119983.82,119983.82,,
8/21/23,144,,19451350.04,18451350.04,6.25,56.16849328,56.16849328,56.16849328,56.16849328,56.16849328,120003.49,120003.49,120003.49,120003.49,120003.49,,
8/22/23,144,,19452250.04,18452250.04,6.25,56.17123301,56.17123301,56.17123301,56.17123301,56.17123301,120023.16,120023.16,120023.16,120023.16,120023.16,,
8/23/23,144,,19453150.04,18453150.04,6.25,56.17397273,56.17397273,56.17397273,56.17397273,56.17397273,120042.83,120042.83,120042.83,120042.83,120042.83,,
8/24/23,144,,19454050.04,18454050.04,6.25,56.17671246,56.17671246,56.17671246,56.17671246,56.17671246,120062.50,120062.50,120062.50,120062.50,120062.50,,
8/25/23,144,,19454950.04,18454950.04,6.25,56.17945218,56.17945218,56.17945218,56.17945218,56.17945218,120082.18,120082.18,120082.18,120082.18,120082.18,,
8/26/23,144,,19455850.04,18455850.04,6.25,56.18219191,56.18219191,56.18219191,56.18219191,56.18219191,120101.85,120101.85,120101.85,120101.85,120101.85,,
8/27/23,144,,19456750.04,18456750.04,6.25,56.18493164,56.18493164,56.18493164,56.18493164,56.18493164,120121.53,120121.53,120121.53,120121.53,120121.53,,
